Battery power,Bluetooth,Microprocessor Speed,Double line,MegaPixels,4G,Internal Memory,Thickness,Weight,core number,Rear Camera MP,Resolution Height,Resolution Width,RAM,Battery Shoulder,3G,Touch,WiFi,Price range,color
502,0,0.8,0,7,0,52,0,82,6,8,280,59,2666,20,0,0,0,0,Siyah
9,0,2.7,0,0,0,39,0.4,98,0,9,390,787,524,7,0,0,0,3,Kahverengi
805,0,0.7,0,0,0,64,0,97,4,4,640,704,408,7,0,0,0,4,Yeşil
906,0,2.6,0,0,0,36,0.3,95,4,2,88,992,470,4,0,0,0,4,Pembe
202,0,2.6,0,0,0,46,0.3,2,4,8,600,705,2249,4,0,0,0,0,Pembe
894,0,0.7,0,2,0,58,0,23,2,3,58,747,3305,2,0,0,0,0,Mor
85,0,0.9,0,0,0,30,0.4,52,8,7,837,642,2447,3,0,0,0,0,Kahverengi
584,0,0.8,0,0,0,9,0.3,68,3,0,23,622,465,4,0,0,0,4,Sarı
504,0,0.7,0,4,0,57,0,86,3,7,68,320,687,20,0,0,0,4,Turkuaz
732,0,0.8,0,2,0,60,0.3,72,5,3,200,656,3940,20,0,0,0,2,Turkuaz
790,0,0.5,0,7,0,44,0,89,8,8,0,437,3424,9,0,0,0,2,Mor
657,0,2.5,0,0,0,37,0.7,40,2,0,476,960,402,8,0,0,0,4,Turkuaz
369,0,0.8,0,6,0,34,0.5,62,0,7,553,727,,8,0,0,0,2,Turuncu
990,0,2.8,0,3,0,5,0,80,0,3,298,37,860,7,0,0,0,3,Sarı
667,0,0.6,0,6,0,3,0.7,85,6,3,3,463,2855,9,0,0,0,0,Siyah
63,0,0.4,0,2,0,48,0,28,5,4,27,683,2900,9,0,0,0,0,Mavi
806,0,0.6,0,0,0,50,0,86,5,2,800,89,3637,6,0,0,0,2,Turuncu
760,0,0.4,0,5,0,63,0.8,27,8,9,382,383,2053,6,0,0,0,0,Pembe
673,0,0.9,0,3,0,35,0.4,42,6,4,96,570,3540,4,0,0,0,2,Siyah
49,0,0.6,0,8,0,2,0.3,72,6,0,39,564,433,6,0,0,0,4,Sarı
767,0,0.5,0,4,0,28,0.7,75,4,0,344,507,527,5,0,0,0,4,Turkuaz
965,0,0.4,0,0,0,3,0.9,97,8,2,645,275,2343,5,0,0,0,0,Mavi
552,0,0.2,0,0,0,53,0.3,80,8,8,430,658,2606,2,0,0,0,0,Siyah
945,0,0.2,0,3,0,26,0.7,2,6,5,64,540,3322,20,0,0,0,2,Gri
539,0,2,0,0,0,24,0.5,86,4,2,958,967,326,3,0,0,0,4,Pembe
793,0,0.7,0,0,0,27,0.4,54,5,3,586,722,370,9,0,0,0,3,Kahverengi
605,0,2.5,0,0,0,0,0.8,30,6,9,206,786,2769,0,0,0,0,0,Yeşil
776,0,2,0,0,0,35,0,72,4,6,278,623,803,20,0,0,0,3,Kırmızı
878,0,0.5,0,5,0,56,0.3,39,5,3,83,559,2700,3,0,0,0,0,Pembe
600,0,0.5,0,0,0,6,0.3,94,4,6,305,700,2073,4,0,0,0,0,Kahverengi
902,0,2.8,0,6,0,46,0.4,84,4,0,995,300,850,4,0,0,0,4,Mor
786,0,2.6,0,6,0,4,0,5,4,5,606,902,3038,4,0,0,0,2,Kırmızı
568,0,2,0,0,0,36,0.3,79,3,4,80,703,950,9,0,0,0,4,Beyaz
500,0,0.5,0,4,0,22,0.5,74,6,20,239,636,3077,7,0,0,0,0,Mor
570,0,2,0,5,0,58,0.6,0,6,0,30,536,555,0,0,0,0,4,Sarı
327,0,2.8,0,0,0,23,0.5,89,7,6,440,720,872,4,0,0,0,4,Kahverengi
867,0,2.3,0,0,0,9,0,90,6,3,702,442,990,2,0,0,0,3,Beyaz
508,0,0.8,0,0,0,3,0,78,7,0,437,947,2832,8,0,0,0,0,Kahverengi
925,0,2,0,9,0,56,0.2,96,0,4,262,520,2466,5,0,0,0,0,Kırmızı
846,0,0.6,0,0,0,9,0.7,59,0,2,83,773,333,0,0,0,0,3,Turuncu
800,0,0.5,0,0,0,32,0,5,6,0,204,32,348,8,0,0,0,4,Beyaz
48,0,0.9,0,0,0,28,0.8,94,2,9,966,975,458,5,0,0,0,3,Gri
733,0,0.6,0,0,0,63,0.3,5,7,0,950,739,984,9,0,0,0,4,Mor
407,0,0.8,0,5,0,6,0.2,70,4,6,925,206,68,8,0,0,0,3,Pembe
577,0,2.4,0,8,0,37,0.9,60,6,20,87,450,804,9,0,0,0,4,Kırmızı
596,0,2,0,9,0,64,0.8,0,8,5,885,854,3238,0,0,0,0,2,Turuncu
820,0,0.2,0,3,0,44,0.6,40,2,4,208,202,400,5,0,0,0,3,Gri
820,0,0.7,0,4,0,0,0.8,39,8,0,380,8,3220,8,0,0,0,2,Kırmızı
707,0,0.4,0,0,0,40,0.8,80,7,2,330,388,774,0,0,0,0,0,Siyah
203,0,0.5,0,0,0,0,0.9,9,2,2,35,500,672,9,0,0,0,4,Beyaz
70,0,0.9,0,6,0,4,0.4,99,2,3,474,709,705,20,0,0,0,4,Gri
984,0,2.2,0,0,0,39,0.5,9,8,8,56,930,2003,6,0,0,0,3,Turkuaz
722,0,2.6,0,8,0,8,0.8,77,2,6,865,740,3270,5,0,0,0,2,Turkuaz
587,0,2.5,0,6,0,50,0.6,0,0,7,244,360,2746,7,0,0,0,0,Gri
86,0,0.5,0,2,0,20,0.4,60,8,4,68,584,2360,7,0,0,0,3,Beyaz
674,0,2.8,0,0,0,52,0.2,89,3,7,432,649,2030,6,0,0,0,0,Pembe
889,0,2.8,0,5,0,30,0,32,0,0,70,6,3672,3,0,0,0,2,Turkuaz
776,0,2.2,0,2,0,20,0.9,82,6,6,563,803,2670,2,0,0,0,2,Mor
826,0,0.5,0,5,0,49,0.6,72,8,6,973,633,602,7,0,0,0,0,Kırmızı
590,0,2.2,0,4,0,52,0,60,3,6,548,640,282,4,0,0,0,4,Gri
90,0,2.2,0,9,0,47,0.3,86,6,0,407,440,624,9,0,0,0,4,Siyah
695,0,0.2,0,0,0,40,0.4,69,8,8,789,200,2282,7,0,0,0,3,Pembe
204,0,2.6,0,0,0,0,0.3,99,7,3,480,482,724,9,0,0,0,3,Turuncu
590,0,0.2,0,0,0,32,0.4,40,6,0,227,509,807,6,0,0,0,4,Pembe
638,0,0.7,0,0,0,27,0.5,2,4,7,70,383,2735,9,0,0,0,0,Turkuaz
589,0,0.6,0,0,0,58,0.9,85,7,7,309,206,3464,6,0,0,0,2,Kahverengi
397,0,2.9,0,3,0,9,0.5,87,6,8,308,990,3037,0,0,0,0,2,Yeşil
560,0,2,0,6,0,57,0.3,80,3,2,80,327,2067,7,0,0,0,3,Sarı
687,0,0.3,0,9,0,50,0.6,50,4,20,584,50,3406,8,0,0,0,2,Sarı
284,0,2.8,0,0,0,0,0.9,55,2,4,60,506,2097,9,0,0,0,3,Yeşil
637,0,0.8,0,2,0,28,0.6,94,4,6,80,289,2725,7,0,0,0,0,Mor
909,0,0.5,0,9,0,30,0.4,97,3,0,290,773,594,4,0,0,0,4,Beyaz
207,0,0.5,0,0,0,58,0.3,2,8,0,406,680,503,5,0,0,0,4,Mavi
232,0,0.2,0,2,0,30,0.9,30,6,4,625,760,656,5,0,0,0,3,Turuncu
890,0,2.8,0,7,0,37,0.4,29,7,4,69,8,3704,0,0,0,0,2,Pembe
698,0,2.5,0,0,0,26,0.4,5,2,8,485,809,656,7,0,0,0,0,Gri
709,0,2.9,0,7,0,6,0.7,2,6,8,405,40,840,2,0,0,0,4,Pembe
485,0,0,0,2,0,32,0.7,84,2,9,500,3,2047,0,0,0,0,0,Kırmızı
557,0,0.6,0,0,0,24,0.5,25,3,0,30,305,305,3,0,0,0,4,Siyah
93,0,0.9,0,0,0,26,0.5,66,0,20,730,729,536,4,0,0,0,4,Kahverengi
396,0,0.5,0,0,0,44,0,8,6,0,73,843,386,8,0,0,0,3,Kahverengi
843,0,0.8,0,3,0,6,0.7,34,6,8,8,580,3203,5,0,0,0,2,Yeşil
663,0,0.8,0,0,0,25,0.6,83,2,0,82,605,3076,2,0,0,0,0,Siyah
854,0,3,0,2,0,8,0,0,5,5,506,627,886,20,0,0,0,3,Siyah
584,0,0.7,0,0,0,9,0.4,99,4,4,909,343,3996,7,0,0,0,2,Mavi
548,0,0,0,0,0,56,0.4,46,4,4,657,657,562,8,0,0,0,4,Kahverengi
94,0,2.3,0,6,0,34,0.2,65,2,2,494,509,303,9,0,0,0,4,Pembe
800,0,2.9,0,0,0,33,0.2,32,8,2,99,553,2600,3,0,0,0,2,Beyaz
607,0,0.3,0,3,0,30,0.7,5,2,4,246,38,829,0,0,0,0,4,Kahverengi
4,0,2.8,0,4,0,9,0.4,97,3,5,40,70,907,7,0,0,0,4,Turuncu
865,0,0.2,0,8,0,59,0,59,3,9,805,804,2360,9,0,0,0,0,Kırmızı
2,0,0.8,0,0,0,45,0.7,80,7,7,948,7,234,8,0,0,0,4,Turuncu
577,0,0.5,0,0,0,42,0.3,97,5,4,45,737,2060,2,0,0,0,0,Mor
300,0,2.2,0,0,0,50,0.6,0,4,0,78,909,3845,2,0,0,0,2,Yeşil
80,0,2.3,0,2,0,60,0.6,6,2,6,385,830,2020,8,0,0,0,3,Pembe
288,0,2.8,0,5,0,50,0,20,2,20,77,809,3029,2,0,0,0,2,Kahverengi
864,0,2.2,0,0,0,7,0,42,0,2,225,545,2258,0,0,0,0,0,Kırmızı
640,0,0.5,0,0,0,36,0.9,87,8,0,664,806,3235,0,0,0,0,2,Sarı
467,0,0.5,0,0,0,8,0.6,22,5,0,888,99,3962,5,0,0,0,2,Pembe
722,0,0,0,2,0,2,0,93,6,20,38,370,2359,3,0,0,0,3,Turkuaz
850,0,0.9,0,3,0,2,0.9,98,6,0,293,967,735,4,0,0,0,4,Yeşil
907,0,0.5,0,0,0,30,0.5,88,6,2,423,909,3424,3,0,0,0,2,Beyaz
95,0,2.8,0,0,0,20,0.8,0,2,4,580,652,504,2,0,0,0,4,Turuncu
562,0,0.7,0,0,0,55,0,40,8,0,32,776,2096,3,0,0,0,0,Turkuaz
456,0,0.6,0,5,0,49,0.2,93,3,20,285,427,3624,6,0,0,0,2,Turkuaz
750,0,0.5,0,6,0,8,0.6,78,6,20,70,564,2969,7,0,0,0,0,Kırmızı
775,0,2.6,0,0,0,30,0.4,89,7,0,560,500,2523,9,0,0,0,0,Turuncu
84,0,2.6,0,3,0,40,0.9,7,3,0,322,770,945,0,0,0,0,3,Kırmızı
987,0,0.5,0,3,0,53,0,80,3,7,52,506,3007,8,0,0,0,2,Turkuaz
856,0,0.9,0,0,0,4,0.6,5,0,7,395,27,2439,2,0,0,0,3,Sarı
908,0,2,0,0,0,44,0.6,95,5,2,54,940,3508,7,0,0,0,2,Pembe
700,0,0.6,0,3,0,0,0.3,94,8,7,550,338,2598,6,0,0,0,0,Sarı
820,0,0.7,0,0,0,64,0.6,60,0,3,57,950,574,8,0,0,0,3,Yeşil
375,0,2.9,0,2,0,20,0.4,47,6,7,596,679,3847,2,0,0,0,2,Turuncu
270,0,0.6,0,2,0,32,0.5,0,7,6,299,845,3770,3,0,0,0,2,Pembe
570,0,0.5,0,2,0,9,0.3,0,7,5,330,907,3663,4,0,0,0,2,Yeşil
332,0,0.3,0,5,0,7,0.8,68,7,9,846,855,2790,0,0,0,0,0,Mor
49,0,2.2,0,9,0,63,0.5,35,5,7,99,77,22,3,0,0,0,4,Siyah
76,0,2.6,0,3,0,38,0.7,9,6,8,29,905,890,9,0,0,0,4,Gri
672,0,0.6,0,3,0,60,0,94,5,20,724,27,457,20,0,0,0,4,Turkuaz
330,0,0.3,0,4,0,3,0.3,83,5,7,980,262,463,0,0,0,0,4,Sarı
800,0,2.5,0,4,0,5,0.6,98,4,6,447,568,2700,8,0,0,0,0,Sarı
640,0,0,0,0,0,7,0.9,92,0,3,407,759,3595,9,0,0,0,0,Pembe
654,0,0.3,0,0,0,52,0.7,96,4,4,705,898,36,3,0,0,0,3,Kahverengi
647,0,0.4,0,3,0,38,0.3,2,6,5,93,85,2532,5,0,0,0,0,Siyah
478,0,0.8,0,2,0,48,0.7,99,5,7,694,882,40,6,0,0,0,3,Sarı
49,0,2.2,0,4,0,30,0.2,6,6,5,607,675,3755,8,0,0,0,2,Kahverengi
569,0,0.5,0,0,0,4,0.8,70,3,9,350,59,2350,0,0,0,0,3,Sarı
839,0,0.2,0,9,0,54,0.5,200,7,0,475,493,927,8,0,0,0,3,Gri
772,0,0,0,0,0,23,0.6,97,7,0,307,805,2782,7,0,0,0,0,Siyah
966,0,2,0,8,0,34,0.5,8,2,0,204,523,3534,0,0,0,0,2,Sarı
663,0,2.5,0,3,0,27,0.3,69,4,4,830,439,2084,8,0,0,0,0,Beyaz
982,0,0,0,2,0,24,0,29,7,6,764,873,3500,5,0,0,0,2,Turuncu
757,0,0.5,0,8,0,49,0.5,80,6,4,265,703,2056,4,0,0,0,3,Sarı
724,0,2,0,2,0,57,0.5,77,3,5,605,924,2822,6,0,0,0,2,Pembe
462,0,0.7,0,0,0,25,0.2,82,7,8,90,478,824,3,0,0,0,4,Pembe
424,0,0.5,0,6,0,23,0.6,80,4,8,399,663,53,6,0,0,0,3,Gri
927,0,0.9,0,3,0,0,0.4,90,8,2,490,506,2906,8,0,0,0,2,Mavi
973,0,2.4,0,6,0,46,0,93,4,0,699,850,639,3,0,0,0,4,Beyaz
796,0,2.3,0,4,0,44,0.9,84,2,0,24,363,3577,4,0,0,0,2,Kırmızı
840,0,0.2,0,5,0,5,0.3,78,6,8,526,728,2636,6,0,0,0,0,Mor
874,0,0.6,0,0,0,9,0.8,92,2,9,238,408,208,7,0,0,0,3,Gri
454,0,2.6,0,8,0,6,0.4,99,3,20,698,8,300,2,0,0,0,3,Mor
75,0,0.5,0,2,0,0,0.2,22,0,6,270,769,3927,7,0,0,0,2,Yeşil
275,0,0.5,0,3,0,5,0.2,52,0,9,9,500,3784,4,0,0,0,2,Pembe
540,0,0,0,0,0,0,0.4,27,4,0,836,873,9,5,0,0,0,3,Pembe
790,0,2,0,6,0,0,0.3,87,6,7,347,730,3069,2,0,0,0,0,Pembe
609,0,3,0,5,0,44,0.3,7,0,6,58,253,2580,5,0,0,0,3,Kırmızı
897,0,0.4,0,0,0,7,0.4,70,0,2,547,852,2948,5,0,0,0,0,Mavi
680,0,2.5,0,2,0,0,0.4,58,2,3,95,205,22,6,0,0,0,4,Kahverengi
406,0,0.5,0,2,0,34,0.8,98,3,5,7,366,3905,2,0,0,0,2,Turkuaz
375,0,0.3,0,2,0,2,0,5,0,3,898,687,2890,2,0,0,0,2,Beyaz
788,0,0.5,0,5,0,2,0.3,50,6,20,472,73,2655,4,0,0,0,0,Sarı
779,0,2.6,0,2,0,5,0.8,90,0,3,225,707,246,20,0,0,0,3,Turuncu
539,0,0.5,0,6,0,26,0.2,37,6,8,23,709,3948,5,0,0,0,2,Turkuaz
880,0,2,0,0,0,35,0,200,4,4,930,983,930,5,0,0,0,0,Siyah
992,0,0.6,0,5,0,57,0,0,2,5,552,596,606,4,0,0,0,3,Siyah
583,0,0.9,0,0,0,50,0.9,88,8,2,658,794,799,7,0,0,0,3,Turuncu
778,0,0.4,0,3,0,45,0,32,4,7,88,506,624,9,0,0,0,3,Siyah
823,0,2.8,0,0,0,0,0.6,80,8,9,362,250,802,9,0,0,0,0,Beyaz
496,0,0.9,0,3,0,38,0,26,4,4,500,506,927,6,0,0,0,3,Yeşil
906,0,0.5,0,0,0,47,0.2,82,4,0,47,393,659,0,0,0,0,3,Yeşil
759,0,2.5,0,3,0,39,0.3,62,2,8,0,307,968,2,0,0,0,4,Turkuaz
604,0,0.9,0,8,0,55,0.3,88,3,7,860,330,3904,3,0,0,0,2,Mavi
866,0,0.4,0,0,0,30,0.5,82,3,0,8,780,3834,8,0,0,0,2,Sarı
999,0,2.6,0,0,0,56,0,65,4,3,342,640,3083,0,0,0,0,0,Pembe
54,0,2,0,6,0,35,0.8,59,5,6,3,827,3262,6,0,0,0,2,Sarı
966,0,0.6,0,9,0,50,0.2,7,4,0,446,754,2574,5,0,0,0,0,Mor
836,0,0.7,0,3,0,26,0,34,6,6,408,39,3097,8,0,0,0,2,Yeşil
359,0,0.6,0,4,0,59,0.3,86,2,6,692,902,3042,7,0,0,0,2,Yeşil
848,0,0.3,0,7,0,2,0,78,2,9,95,533,3905,8,0,0,0,2,Turuncu
440,0,0.6,0,0,0,53,0.5,6,0,2,254,954,393,4,0,0,0,3,Mor
576,0,0.8,0,0,0,27,0,20,2,4,757,508,509,8,0,0,0,3,Yeşil
30,0,0.6,0,3,0,58,0.2,38,6,20,0,802,2858,8,0,0,0,2,Turuncu
645,0,0.2,0,6,0,40,0.7,84,8,7,740,30,704,3,0,0,0,4,Siyah
625,0,2.7,0,2,0,42,0.8,38,8,3,203,770,2929,7,0,0,0,0,Mor
535,0,0.5,0,8,0,54,0.5,45,8,5,700,939,2674,0,0,0,0,0,Kahverengi
808,0,0.5,0,2,0,23,0.2,92,5,7,586,552,2508,3,0,0,0,0,Mor
396,0,2.4,0,0,0,46,0,38,7,0,90,347,2389,5,0,0,0,0,Mavi
866,0,0.5,0,5,0,46,0.5,79,8,7,692,686,3825,2,0,0,0,2,Siyah
229,0,0.5,0,5,0,4,0.8,90,2,6,20,878,667,7,0,0,0,3,Turkuaz
7,0,0.5,0,2,0,20,0,77,2,9,495,35,999,2,0,0,0,3,Pembe
753,0,0.2,0,8,0,2,0.9,3,7,7,387,595,445,2,0,0,0,3,Mor
8,0,0,0,3,0,49,0.7,40,5,2,298,666,3254,6,0,0,0,2,Turuncu
809,0,0.6,0,8,0,42,0.9,88,6,20,339,242,804,3,0,0,0,3,Beyaz
576,0,2.8,0,2,0,0,0.2,84,5,7,503,438,2938,5,0,0,0,0,Gri
408,0,2.5,0,3,0,32,0,50,4,6,875,982,3062,3,0,0,0,2,Sarı
886,0,0.5,0,0,0,24,0.4,2,3,0,809,958,79,20,0,0,0,3,Turuncu
668,0,2.3,0,2,0,48,0.3,4,0,9,95,292,200,4,0,0,0,4,Turkuaz
662,0,0.5,0,5,0,20,0.8,38,0,0,0,224,2025,5,0,0,0,3,Turuncu
404,0,0.5,0,5,0,44,0.5,80,2,6,44,8,3490,3,0,0,0,2,Pembe
36,0,0.6,0,5,0,32,0.5,50,6,9,960,30,3200,8,0,0,0,2,Pembe
689,0,2.4,0,0,0,3,0.9,68,2,9,520,674,72,7,0,0,0,4,Mor
659,0,0.4,0,2,0,3,0,85,8,6,90,657,967,4,0,0,0,4,Kahverengi
742,0,0.5,0,5,0,43,0.9,76,3,7,356,407,920,3,0,0,0,0,Mavi
358,0,2.5,0,0,0,20,0.6,35,7,0,485,655,3406,0,0,0,0,2,Mor
533,0,0,0,8,0,7,0.3,60,4,20,54,393,2520,0,0,0,0,0,Siyah
878,0,0.5,0,9,0,29,0.6,85,8,9,200,26,334,2,0,0,0,3,Beyaz
576,0,0.2,0,0,0,30,0.8,62,8,5,847,893,2800,6,0,0,0,0,Yeşil
225,0,0.7,0,0,0,2,0.6,38,7,0,207,0,2675,5,0,0,0,0,Yeşil
560,0,0.5,0,5,0,50,0.3,59,2,20,448,603,2050,0,0,0,0,0,Gri
559,0,0.6,0,6,0,6,0.5,62,6,7,79,559,3352,3,0,0,0,2,Mavi
520,0,2.3,0,0,0,30,0.8,45,6,4,264,509,2753,7,0,0,0,3,Turuncu
425,0,0.6,0,0,0,33,0.5,89,3,2,396,648,3770,9,0,0,0,2,Kırmızı
62,0,0.5,0,3,0,45,0.2,50,3,4,798,435,900,9,0,0,0,4,Turuncu
872,0,0.5,0,4,0,49,0.2,39,7,8,80,389,3053,5,0,0,0,2,Sarı
408,0,2,0,0,0,45,0.9,89,5,4,603,88,3952,3,0,0,0,2,Siyah
586,0,0.5,0,0,0,57,0.3,88,2,5,226,389,3646,0,0,0,0,2,Siyah
894,0,2,0,6,0,6,0.7,68,8,20,286,300,3377,6,0,0,0,0,Pembe
790,0,0.5,0,0,0,33,0.5,0,5,4,370,682,594,6,0,0,0,4,Sarı
844,0,2.3,0,0,0,50,0.7,58,8,3,533,882,724,4,0,0,0,3,Yeşil
950,0,0.5,0,6,0,55,0,24,8,7,86,680,305,4,0,0,0,4,Kırmızı
642,0,2.8,0,3,0,34,0.8,97,2,5,330,0,3355,3,0,0,0,0,Turkuaz
66,0,0.6,0,2,0,7,0.9,4,7,8,242,570,468,6,0,0,0,4,Turkuaz
89,0,0.9,0,2,0,2,0.7,45,5,5,636,259,2765,0,0,0,0,0,Sarı
506,0,0,0,0,0,39,0.4,90,5,7,855,400,809,0,0,0,0,4,Siyah
900,0,0.5,0,0,0,55,0.9,70,0,0,934,240,3907,8,0,0,0,2,Gri
605,0,0.5,0,0,0,42,0.6,63,6,4,4,664,2200,8,0,0,0,3,Beyaz
5,0,0.5,0,0,0,46,0.4,33,8,7,76,556,3884,20,0,0,0,2,Mor
769,0,2.9,0,0,0,9,0,82,5,0,248,874,3946,7,0,0,0,2,Pembe
397,0,2.4,0,5,0,3,0.2,20,3,5,433,658,378,4,0,0,0,3,Mor
9,0,2.8,0,6,0,57,0.9,50,0,2,24,833,2785,6,0,0,0,0,Turuncu
900,0,0.5,0,5,0,40,0.6,30,2,7,3,662,368,2,0,0,0,4,Mor
702,0,0,0,7,0,36,0,77,5,9,240,930,430,0,0,0,0,0,Yeşil
969,0,2.4,0,0,0,45,0.3,24,7,0,490,589,404,9,0,0,0,4,Beyaz
296,0,0.4,0,3,0,0,0.2,29,7,4,222,382,2552,0,0,0,0,0,Mavi
682,0,0.5,0,4,0,9,0,20,4,0,902,64,2337,8,0,0,0,3,Siyah
83,0,0.5,0,3,0,48,0,20,8,2,268,0,52,3,0,0,0,4,Sarı
524,0,0.8,0,0,0,0,0.6,74,4,0,54,550,2678,3,0,0,0,0,Turuncu
685,0,2.7,0,7,0,7,0.3,74,6,20,725,870,223,8,0,0,0,4,Kahverengi
859,0,0.5,0,3,0,22,0.7,64,0,7,4,654,67,0,0,0,0,3,Siyah
68,0,0.3,0,9,0,60,0,90,8,0,59,578,3073,7,0,0,0,2,Kahverengi
83,0,0,0,6,0,52,0.9,26,2,20,925,469,680,9,0,0,0,4,Turuncu
452,0,0.5,0,0,0,25,0.9,23,6,0,42,40,2669,3,0,0,0,0,Beyaz
227,0,0,0,0,0,34,0.2,30,3,3,935,780,324,2,0,0,0,3,Kahverengi
658,0,0.4,0,0,0,38,0.3,59,5,0,50,739,2609,9,0,0,0,0,Pembe
82,0,0.5,0,7,0,8,0.5,38,8,6,275,986,2563,9,0,0,0,0,Beyaz
688,0,0.5,0,0,0,2,0,89,3,2,270,869,390,8,0,0,0,4,Turuncu
60,0,2,0,3,0,52,0,9,7,4,38,330,999,9,0,0,0,4,Beyaz
875,0,0.7,0,2,0,23,0,0,7,7,300,306,756,6,0,0,0,4,Mor
990,0,2.2,0,0,0,42,0.7,82,0,3,366,603,722,0,0,0,0,4,Mor
606,0,2.3,0,3,0,52,0,0,5,8,50,33,657,2,0,0,0,4,Mor
2,0,0.5,0,0,0,2,0.9,90,4,6,777,9,3302,20,0,0,0,2,Kahverengi
609,0,0.5,0,3,0,26,0.3,93,4,4,938,948,866,4,0,0,0,3,Turuncu
799,0,0,0,0,0,30,0.6,23,3,9,607,386,445,0,0,0,0,4,Yeşil
686,0,0.5,0,0,0,3,0.3,90,6,5,9,392,570,9,0,0,0,4,Gri
876,0,0.3,0,9,0,64,0,98,3,9,600,200,3032,2,0,0,0,2,Yeşil
203,0,0.5,0,0,0,6,0.5,8,5,0,226,248,2700,9,0,0,0,0,Gri
607,0,2.4,0,,0,36,0.8,85,0,9,743,426,296,7,0,0,0,4,Sarı
532,0,0.8,0,3,0,8,0,93,5,0,203,354,728,8,0,0,0,4,Mavi
78,0,2.2,0,6,0,57,0.3,84,3,7,96,352,2492,0,0,0,0,0,Yeşil
268,0,2.9,0,9,0,42,0.9,82,6,7,360,902,930,20,0,0,0,4,Sarı
754,0,0.5,0,7,0,59,0.7,78,7,0,904,928,27,5,0,0,0,3,Mavi
607,0,0.5,0,0,0,63,0.7,0,2,0,274,79,2754,8,0,0,0,0,Turuncu
70,0,0.2,0,4,0,30,0.4,83,8,5,27,722,73,8,0,0,0,4,Pembe
864,0,0.9,0,2,0,57,0,80,6,6,279,793,3586,8,0,0,0,2,Mor
604,0,0.7,0,2,0,33,0,90,8,5,34,939,906,2,0,0,0,4,Mavi
66,0,2,0,3,0,25,0.8,98,5,4,59,203,2488,5,0,0,0,0,Yeşil
660,0,0.8,0,0,0,6,0,9,7,2,594,337,864,2,0,0,0,3,Pembe
600,0,0.5,0,0,0,48,0.8,90,3,7,500,465,3393,8,0,0,0,0,Pembe
63,0,2.8,0,0,0,49,0.6,55,2,0,520,754,2768,2,0,0,0,0,Mavi
553,0,2.2,0,0,0,8,0.7,36,2,0,287,892,3300,20,0,0,0,2,Mor
476,0,0.2,0,0,0,55,0,70,4,5,640,666,529,3,0,0,0,0,Beyaz
277,0,0.5,0,0,0,35,0.4,42,6,6,309,460,3559,6,0,0,0,2,Gri
872,0,0.9,0,0,0,6,0.5,80,2,2,286,484,2295,6,0,0,0,0,Mor
54,0,0,0,2,0,5,0.2,98,0,3,539,240,470,2,0,0,0,3,Siyah
39,0,0.6,0,5,0,6,0,36,6,8,62,544,3202,7,0,0,0,0,Turkuaz
956,0,0.5,0,0,0,40,0,43,7,6,500,75,3286,2,0,0,0,2,Mavi
905,0,2,0,8,0,30,0.3,90,3,20,875,306,378,9,0,0,0,4,Yeşil
700,0,0.5,0,6,0,32,0.8,50,5,9,485,857,409,8,0,0,0,4,Gri
602,0,0.6,0,0,0,35,0,99,7,7,325,800,829,3,0,0,0,0,Mavi
528,0,2.4,0,2,0,37,0.2,56,8,3,306,564,733,4,0,0,0,4,Kahverengi
680,0,0.5,0,2,0,7,0.9,94,5,9,370,702,2548,5,0,0,0,0,Sarı
655,0,0.5,0,6,0,4,0,5,3,2,626,348,673,2,0,0,0,4,Mavi
689,0,0.4,0,2,0,45,0.5,3,5,0,256,823,3585,0,0,0,0,2,Mavi
530,0,0.5,0,0,0,2,0.5,20,4,3,58,657,2330,20,0,0,0,3,Mavi
903,0,0.7,0,0,0,40,0.3,3,0,4,430,44,2278,8,0,0,0,3,Turuncu
527,0,0.7,0,4,0,53,0.9,28,0,0,67,924,302,3,0,0,0,4,Beyaz
932,0,0.3,0,0,0,64,0.7,54,7,2,76,224,3807,9,0,0,0,2,Sarı
558,0,2.5,0,2,0,32,0,4,5,3,322,385,878,7,0,0,0,4,Gri
56,0,0.2,0,0,0,50,0.8,59,2,0,322,547,470,5,0,0,0,4,Mavi
587,0,2.3,0,4,0,6,0.7,70,0,6,602,793,2777,4,0,0,0,0,Kahverengi
305,0,2.6,0,7,0,64,0.8,28,7,6,59,575,3278,3,0,0,0,0,Turkuaz
763,0,0.5,0,2,0,0,0.2,84,3,9,238,893,792,3,0,0,0,4,Beyaz
883,0,2.7,0,6,0,30,0.5,95,2,0,530,790,3724,20,0,0,0,2,Gri
502,0,0.5,0,7,0,37,0.2,99,2,2,705,800,649,4,0,0,0,3,Yeşil
748,0,0.4,0,0,0,25,0,0,7,4,88,709,974,3,0,0,0,3,Turkuaz
309,0,0,0,0,0,33,0.5,0,4,4,557,402,2334,0,0,0,0,0,Turkuaz
879,0,2.5,0,0,0,4,0.7,83,6,5,403,5,349,2,0,0,0,4,Gri
90,0,2,0,0,0,40,0.2,93,5,0,399,646,3600,9,0,0,0,2,Gri
807,0,0.3,0,0,0,0,0.5,44,3,0,722,766,2039,9,0,0,0,3,Pembe
720,0,0.6,0,8,0,2,0.8,88,5,20,334,896,2522,2,0,0,0,0,Turkuaz
797,0,0.5,0,4,0,8,0.6,80,8,20,888,466,2052,4,0,0,0,3,Beyaz
